Name,Price,Set,Rarity,x1,x2,x3,x4
Island255,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
Karn's Bastion,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Living Twister,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Makeshift Battalion,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
Massacre Girl,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Mizzium Tank,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Mobilized District,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Mountain259,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
Mountain260,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
Mountain261,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
"Neheb, Dreadhorde Champion",0.02,WAR,Rare,0.00,0.00%,-0.01,-38.00%
Plains250,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
Plains251,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
Planewide Celebration,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Pouncing Lynx,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
"Ral, Storm Conduit",0.02,WAR,Rare,0.00,0.00%,-0.01,-38.00%
Ravnica at War,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Role Reversal,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Saheeli's Silverwing,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
Sarkhan the Masterless,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Silent Submersible,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Single Combat,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Solar Blaze,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Soul Diviner,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
"Storrev, Devkarin Lich",0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Swamp256,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
The Elderspell,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Time Wipe,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
"Tolsimir, Friend to Wolves",0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
"Tomik, Distinguished Advokist",0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Totally Lost,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
Turret Ogre,0.02,WAR,Common,0.00,0.00%,0.00,0.00%
Vivien's Arkbow,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
Widespread Brutality,0.02,WAR,Rare,0.00,0.00%,0.00,0.00%
"Tabletop
$ 294","DECLINING CARDS
14▼","PRICE CHANGE
+2.33","RISING CARDS
65▲","MTGO
16 tix","PRICE CHANGE
-0.33","RISING CARDS
6▲","DECLINING CARDS
15▼"
"Aurelia, the Warleader",32.61,GTC,Mythic,-0.19,-1.00%,+0.65,+2.00%
Lord of the Void,23.40,GTC,Mythic,+1.42,+6.00%,+1.53,+7.00%
Breeding Pool,22.67,GTC,Rare,-0.24,-1.00%,0.00,0.00%
Sacred Foundry,20.63,GTC,Rare,+0.39,+2.00%,+0.11,+1.00%
Godless Shrine,14.04,GTC,Rare,+0.09,+1.00%,+0.10,+1.00%
Watery Grave,13.99,GTC,Rare,-0.01,0.00%,+0.27,+2.00%
Stomping Ground,10.67,GTC,Rare,+0.12,+1.00%,+0.13,+1.00%
Crypt Ghast,10.49,GTC,Rare,+0.01,0.00%,-0.11,-1.00%
Illusionist's Bracers,8.54,GTC,Rare,0.00,0.00%,-0.02,0.00%
Legion Loyalist,8.05,GTC,Rare,-0.07,-1.00%,-0.15,-2.00%
Aurelia's Fury,7.29,GTC,Mythic,+0.29,+4.00%,+0.90,+14.00%
Hellkite Tyrant,7.10,GTC,Mythic,-0.04,-1.00%,-0.18,-2.00%
Blind Obedience,6.43,GTC,Rare,-0.04,-1.00%,+0.25,+4.00%
Enter the Infinite,5.00,GTC,Mythic,0.00,0.00%,0.00,0.00%
Mind Grind,4.46,GTC,Rare,+0.06,+1.00%,+0.18,+4.00%
Prime Speaker Zegana,4.25,GTC,Mythic,+0.01,0.00%,-0.10,-2.00%
Rapid Hybridization,3.13,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Merciless Eviction,2.50,GTC,Rare,0.00,0.00%,0.00,0.00%
Skullcrack,2.50,GTC,Uncommon,-0.06,-2.00%,-0.20,-7.00%
Boros Charm,2.37,GTC,Uncommon,+0.09,+4.00%,+0.10,+4.00%
Domri Rade,2.37,GTC,Mythic,+0.02,+1.00%,-0.02,-1.00%
Master Biomancer,2.16,GTC,Mythic,0.00,0.00%,-0.01,0.00%
Sepulchral Primordial,2.04,GTC,Rare,+0.03,+1.00%,+0.09,+5.00%
Assemble the Legion,2.00,GTC,Rare,0.00,0.00%,-0.07,-3.00%
Gyre Sage,1.99,GTC,Rare,0.00,0.00%,0.00,0.00%
Thespian's Stage,1.75,GTC,Rare,0.00,0.00%,0.00,0.00%
"Obzedat, Ghost Council",1.46,GTC,Mythic,+0.02,+1.00%,+0.01,+1.00%
Giant Adephage,1.30,GTC,Mythic,+0.01,+1.00%,+0.02,+2.00%
Angelic Skirmisher,1.28,GTC,Rare,-0.02,-2.00%,-0.06,-4.00%
Borborygmos Enraged,1.23,GTC,Mythic,0.00,0.00%,0.00,0.00%
"Gideon, Champion of Justice",1.20,GTC,Mythic,-0.02,-2.00%,-0.03,-2.00%
Alpha Authority,1.19,GTC,Uncommon,0.00,0.00%,+0.01,+1.00%
"Lazav, Dimir Mastermind",1.19,GTC,Mythic,-0.01,-1.00%,-0.05,-4.00%
Glaring Spotlight,1.02,GTC,Rare,+0.01,+1.00%,+0.01,+1.00%
Consuming Aberration,1.00,GTC,Rare,0.00,0.00%,0.00,0.00%
Diluvian Primordial,1.00,GTC,Rare,+0.01,+1.00%,0.00,0.00%
Deathpact Angel,0.99,GTC,Mythic,0.00,0.00%,+0.01,+1.00%
Biovisionary,0.98,GTC,Rare,0.00,0.00%,-0.01,-1.00%
Whispering Madness,0.95,GTC,Rare,0.00,0.00%,+0.01,+1.00%
Nightveil Specter,0.92,GTC,Rare,0.00,0.00%,-0.04,-4.00%
Molten Primordial,0.90,GTC,Rare,0.00,0.00%,+0.01,+1.00%
Boros Reckoner,0.89,GTC,Rare,0.00,0.00%,-0.01,-1.00%
Aetherize,0.87,GTC,Uncommon,0.00,0.00%,-0.05,-5.00%
Duskmantle Guildmage,0.78,GTC,Uncommon,+0.02,+3.00%,-0.06,-7.00%
Experiment One,0.66,GTC,Uncommon,+0.01,+2.00%,+0.01,+2.00%
Ogre Slumlord,0.60,GTC,Rare,-0.03,-5.00%,-0.02,-3.00%
Immortal Servitude,0.55,GTC,Rare,0.00,0.00%,0.00,0.00%
Signal the Clans,0.52,GTC,Rare,0.00,0.00%,-0.01,-2.00%
Unexpected Results,0.52,GTC,Rare,0.00,0.00%,-0.01,-2.00%
Duskmantle Seer,0.51,GTC,Mythic,0.00,0.00%,0.00,0.00%
Burning-Tree Emissary,0.50,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Stolen Identity,0.50,GTC,Rare,0.00,0.00%,0.00,0.00%
Sylvan Primordial,0.50,GTC,Rare,0.00,0.00%,0.00,0.00%
Firemane Avenger,0.49,GTC,Rare,0.00,0.00%,0.00,0.00%
Frontline Medic,0.49,GTC,Rare,0.00,0.00%,0.00,0.00%
Simic Charm,0.49,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Simic Manipulator,0.49,GTC,Rare,0.00,0.00%,0.00,0.00%
Thrull Parasite,0.49,GTC,Uncommon,0.00,0.00%,+0.01,+2.00%
Fathom Mage,0.48,GTC,Rare,+0.01,+2.00%,+0.01,+2.00%
High Priest of Penance,0.47,GTC,Rare,0.00,0.00%,+0.01,+2.00%
Luminate Primordial,0.46,GTC,Rare,+0.01,+2.00%,0.00,0.00%
Gruul Ragebeast,0.44,GTC,Rare,0.00,0.00%,0.00,0.00%
Vizkopa Guildmage,0.44,GTC,Uncommon,0.00,0.00%,-0.02,-4.00%
Spark Trooper,0.43,GTC,Rare,0.00,0.00%,+0.01,+2.00%
Undercity Informer,0.43,GTC,Uncommon,0.00,0.00%,+0.02,+5.00%
Biomass Mutation,0.42,GTC,Rare,0.00,0.00%,+0.01,+2.00%
Realmwright,0.42,GTC,Rare,+0.01,+2.00%,+0.02,+5.00%
Ooze Flux,0.40,GTC,Rare,+0.01,+3.00%,0.00,0.00%
Wasteland Viper,0.40,GTC,Uncommon,0.00,0.00%,-0.01,-2.00%
Rubblehulk,0.39,GTC,Rare,0.00,0.00%,0.00,0.00%
Treasury Thrull,0.39,GTC,Rare,0.00,0.00%,+0.02,+5.00%
Clan Defiance,0.38,GTC,Rare,0.00,0.00%,+0.01,+3.00%
Five-Alarm Fire,0.37,GTC,Rare,+0.01,+3.00%,+0.01,+3.00%
Holy Mantle,0.37,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Rubblebelt Raiders,0.37,GTC,Rare,0.00,0.00%,0.00,0.00%
Cartel Aristocrat,0.35,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Mystic Genesis,0.35,GTC,Rare,0.00,0.00%,+0.01,+3.00%
Soul Ransom,0.35,GTC,Rare,0.00,0.00%,0.00,0.00%
Undercity Plague,0.35,GTC,Rare,0.00,0.00%,0.00,0.00%
Dimir Charm,0.34,GTC,Uncommon,-0.01,-3.00%,-0.01,-3.00%
Tower Defense,0.33,GTC,Uncommon,0.00,0.00%,-0.02,-6.00%
Wrecking Ogre,0.33,GTC,Rare,0.00,0.00%,+0.01,+3.00%
Foundry Champion,0.31,GTC,Rare,+0.01,+3.00%,+0.01,+3.00%
Skarrg Goliath,0.31,GTC,Rare,0.00,0.00%,0.00,0.00%
Alms Beast,0.30,GTC,Rare,0.00,0.00%,0.00,0.00%
Guardian of the Gateless,0.30,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Orzhov Charm,0.30,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Voidwalk,0.30,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Nimbus Swimmer,0.29,GTC,Uncommon,0.00,0.00%,-0.01,-3.00%
Zameck Guildmage,0.29,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Dimir Keyrune,0.26,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Urban Evolution,0.26,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Basilica Screecher,0.25,GTC,Common,0.00,0.00%,0.00,0.00%
Boros Elite,0.25,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Boros Keyrune,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Crackling Perimeter,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Crowned Ceratok,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Dimir Guildgate,0.25,GTC,Common,0.00,0.00%,0.00,0.00%
Dinrova Horror,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Dying Wish,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Elusive Krasis,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Forced Adaptation,0.25,GTC,Common,0.00,0.00%,0.00,0.00%
Foundry Street Denizen,0.25,GTC,Common,0.00,0.00%,0.00,0.00%
Ghor-Clan Rampager,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Gift of Orzhova,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Gridlock,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Gruul Charm,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Gruul Keyrune,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Hold the Gates,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Illness in the Ranks,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Ivy Lane Denizen,0.25,GTC,Common,0.00,0.00%,0.00,0.00%
Knight of Obligation,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Massive Raid,0.25,GTC,Common,0.00,0.00%,0.00,0.00%
Miming Slime,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
One Thousand Lashes,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Orzhov Guildgate,0.25,GTC,Common,0.00,0.00%,0.00,0.00%
Orzhov Keyrune,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Psychic Strike,0.25,GTC,Common,0.00,0.00%,-0.01,-4.00%
Serene Remembrance,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Simic Fluxmage,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Simic Keyrune,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Urbis Protector,0.25,GTC,Uncommon,+0.01,+4.00%,0.00,0.00%
Vizkopa Confessor,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Wight of Precinct Six,0.25,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Agoraphobia,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Arrows of Justice,0.24,GTC,Uncommon,-0.01,-4.00%,-0.01,-4.00%
Balustrade Spy,0.24,GTC,Common,0.00,0.00%,0.00,0.00%
Bane Alley Broker,0.24,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Bioshift,0.24,GTC,Common,0.00,0.00%,-0.01,-4.00%
Call of the Nightwing,0.24,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Cinder Elemental,0.24,GTC,Uncommon,+0.01,+4.00%,0.00,0.00%
Cloudfin Raptor,0.24,GTC,Common,0.00,0.00%,0.00,0.00%
Coerced Confession,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Devour Flesh,0.24,GTC,Common,0.00,0.00%,-0.01,-4.00%
Firefist Striker,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Frenzied Tilling,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Ground Assault,0.24,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Hellraiser Goblin,0.24,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Homing Lightning,0.24,GTC,Uncommon,+0.01,+4.00%,0.00,0.00%
Incursion Specialist,0.24,GTC,Uncommon,+0.01,+4.00%,0.00,0.00%
Killing Glare,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Mental Vapors,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Mindeye Drake,0.24,GTC,Uncommon,+0.01,+4.00%,0.00,0.00%
Murder Investigation,0.24,GTC,Uncommon,+0.01,+4.00%,0.00,0.00%
Ordruun Veteran,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Prophetic Prism,0.24,GTC,Common,0.00,0.00%,-0.01,-4.00%
Righteous Charge,0.24,GTC,Uncommon,+0.01,+4.00%,0.00,0.00%
Rust Scarab,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Sapphire Drake,0.24,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Simic Guildgate,0.24,GTC,Common,0.00,0.00%,0.00,0.00%
Skarrg Guildmage,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Sunhome Guildmage,0.24,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Boros Guildgate,0.23,GTC,Common,0.00,0.00%,0.00,0.00%
Burst of Strength,0.23,GTC,Common,+0.01,+5.00%,-0.01,-4.00%
Debtor's Pulpit,0.23,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Gateway Shade,0.23,GTC,Uncommon,+0.01,+5.00%,0.00,0.00%
Gruul Guildgate,0.23,GTC,Common,0.00,0.00%,-0.01,-4.00%
Hindervines,0.23,GTC,Uncommon,+0.01,+5.00%,0.00,0.00%
Paranoid Delusions,0.23,GTC,Common,+0.01,+5.00%,-0.01,-4.00%
Ripscale Predator,0.23,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Shadow Alley Denizen,0.23,GTC,Common,0.00,0.00%,-0.01,-4.00%
Truefire Paladin,0.23,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Fortress Cyclops,0.22,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Kingpin's Pet,0.22,GTC,Common,+0.01,+5.00%,0.00,0.00%
Mark for Death,0.22,GTC,Uncommon,+0.01,+5.00%,-0.01,-4.00%
Merfolk of the Depths,0.22,GTC,Uncommon,+0.01,+5.00%,-0.01,-4.00%
Smog Elemental,0.22,GTC,Uncommon,+0.01,+5.00%,-0.01,-4.00%
Syndic of Tithes,0.22,GTC,Common,0.00,0.00%,0.00,0.00%
Deathcult Rogue,0.21,GTC,Common,+0.01,+5.00%,-0.02,-9.00%
Madcap Skills,0.21,GTC,Common,0.00,0.00%,-0.01,-4.00%
Viashino Shanktail,0.21,GTC,Uncommon,0.00,0.00%,-0.01,-4.00%
Angelic Edict,0.20,GTC,Common,+0.01,+5.00%,0.00,0.00%
Contaminated Ground,0.20,GTC,Common,+0.01,+5.00%,0.00,0.00%
Crocanura,0.20,GTC,Common,+0.01,+5.00%,+0.01,+5.00%
Hands of Binding,0.20,GTC,Common,0.00,0.00%,0.00,0.00%
Keymaster Rogue,0.20,GTC,Common,+0.01,+5.00%,0.00,0.00%
Riot Gear,0.20,GTC,Common,+0.01,+5.00%,0.00,0.00%
Scorchwalker,0.20,GTC,Common,0.00,0.00%,0.00,0.00%
Spire Tracer,0.20,GTC,Common,0.00,0.00%,0.00,0.00%
Syndicate Enforcer,0.20,GTC,Common,0.00,0.00%,0.00,0.00%
Verdant Haven,0.20,GTC,Common,0.00,0.00%,0.00,0.00%
Basilica Guards,0.19,GTC,Common,+0.01,+6.00%,0.00,0.00%
Beckon Apparition,0.19,GTC,Common,0.00,0.00%,-0.01,-5.00%
Corpse Blockade,0.19,GTC,Common,0.00,0.00%,0.00,0.00%
Court Street Denizen,0.19,GTC,Common,0.00,0.00%,0.00,0.00%
Executioner's Swing,0.19,GTC,Common,0.00,0.00%,-0.01,-5.00%
Grisly Spectacle,0.19,GTC,Common,0.00,0.00%,-0.01,-5.00%
Gutter Skulk,0.19,GTC,Common,+0.01,+6.00%,0.00,0.00%
Last Thoughts,0.19,GTC,Common,0.00,0.00%,-0.01,-5.00%
Martial Glory,0.19,GTC,Common,0.00,0.00%,0.00,0.00%
Naturalize,0.19,GTC,Common,0.00,0.00%,-0.01,-5.00%
Pit Fight,0.19,GTC,Common,0.00,0.00%,0.00,0.00%
Predator's Rapport,0.19,GTC,Common,0.00,0.00%,0.00,0.00%
Razortip Whip,0.19,GTC,Common,0.00,0.00%,0.00,0.00%
Sage's Row Denizen,0.19,GTC,Common,+0.01,+6.00%,0.00,0.00%
Shambleshark,0.19,GTC,Common,0.00,0.00%,0.00,0.00%
Shattering Blow,0.19,GTC,Common,+0.01,+6.00%,0.00,0.00%
Skinbrand Goblin,0.19,GTC,Common,0.00,0.00%,-0.01,-5.00%
Skyblinder Staff,0.19,GTC,Common,+0.01,+6.00%,0.00,0.00%
Skygames,0.19,GTC,Common,+0.01,+6.00%,0.00,0.00%
Structural Collapse,0.19,GTC,Common,+0.01,+6.00%,0.00,0.00%
Tin Street Market,0.19,GTC,Common,+0.01,+6.00%,0.00,0.00%
Wildwood Rebirth,0.19,GTC,Common,+0.01,+6.00%,0.00,0.00%
Wojek Halberdiers,0.19,GTC,Common,0.00,0.00%,0.00,0.00%
Adaptive Snapjaw,0.18,GTC,Common,0.00,0.00%,0.00,0.00%
Aerial Maneuver,0.18,GTC,Common,0.00,0.00%,0.00,0.00%
Bomber Corps,0.18,GTC,Common,0.00,0.00%,-0.01,-5.00%
Daring Skyjek,0.18,GTC,Common,0.00,0.00%,-0.01,-5.00%
Furious Resistance,0.18,GTC,Common,0.00,0.00%,-0.02,-10.00%
Greenside Watcher,0.18,GTC,Common,0.00,0.00%,-0.02,-10.00%
Guildscorn Ward,0.18,GTC,Common,0.00,0.00%,-0.01,-5.00%
Hydroform,0.18,GTC,Common,0.00,0.00%,-0.01,-5.00%
Mortus Strider,0.18,GTC,Common,0.00,0.00%,-0.01,-5.00%
Mugging,0.18,GTC,Common,0.00,0.00%,-0.01,-5.00%
Primal Visitation,0.18,GTC,Common,+0.01,+6.00%,-0.01,-5.00%
Scatter Arc,0.18,GTC,Common,0.00,0.00%,-0.01,-5.00%
Shadow Slice,0.18,GTC,Common,+0.01,+6.00%,+0.01,+6.00%
Shielded Passage,0.18,GTC,Common,+0.01,+6.00%,0.00,0.00%
Slaughterhorn,0.18,GTC,Common,+0.01,+6.00%,-0.01,-5.00%
Smite,0.18,GTC,Common,0.00,0.00%,-0.01,-5.00%
Spell Rupture,0.18,GTC,Common,0.00,0.00%,0.00,0.00%
Warmind Infantry,0.18,GTC,Common,0.00,0.00%,-0.01,-5.00%
Way of the Thief,0.18,GTC,Common,0.00,0.00%,-0.02,-10.00%
Act of Treason,0.17,GTC,Common,-0.01,-6.00%,-0.02,-11.00%
Armored Transport,0.17,GTC,Common,0.00,0.00%,-0.01,-6.00%
Assault Griffin,0.17,GTC,Common,0.00,0.00%,-0.01,-6.00%
Drakewing Krasis,0.17,GTC,Common,+0.01,+6.00%,0.00,0.00%
Knight Watch,0.17,GTC,Common,0.00,0.00%,0.00,0.00%
Leyline Phantom,0.17,GTC,Common,0.00,0.00%,-0.01,-6.00%
Metropolis Sprite,0.17,GTC,Common,0.00,0.00%,-0.01,-6.00%
Midnight Recovery,0.17,GTC,Common,0.00,0.00%,-0.02,-11.00%
Purge the Profane,0.17,GTC,Common,+0.01,+6.00%,0.00,0.00%
Ruination Wurm,0.17,GTC,Common,0.00,0.00%,-0.01,-6.00%
Scab-Clan Charger,0.17,GTC,Common,0.00,0.00%,-0.01,-6.00%
Slate Street Ruffian,0.17,GTC,Common,0.00,0.00%,-0.01,-6.00%
Towering Thunderfist,0.17,GTC,Common,0.00,0.00%,0.00,0.00%
Zarichi Tiger,0.17,GTC,Common,+0.01,+6.00%,-0.01,-6.00%
Zhur-Taa Swine,0.17,GTC,Common,0.00,0.00%,-0.01,-6.00%
Clinging Anemones,0.16,GTC,Common,0.00,0.00%,-0.02,-11.00%
Death's Approach,0.16,GTC,Common,0.00,0.00%,-0.01,-6.00%
Disciple of the Old Ways,0.16,GTC,Common,+0.01,+7.00%,0.00,0.00%
Dutiful Thrull,0.16,GTC,Common,+0.01,+7.00%,-0.01,-6.00%
Frilled Oculus,0.16,GTC,Common,+0.01,+7.00%,0.00,0.00%
Millennial Gargoyle,0.16,GTC,Common,0.00,0.00%,-0.01,-6.00%
Nav Squad Commandos,0.16,GTC,Common,+0.01,+7.00%,-0.01,-6.00%
Skyknight Legionnaire,0.16,GTC,Common,0.00,0.00%,-0.01,-6.00%
Totally Lost,0.16,GTC,Common,+0.01,+7.00%,-0.01,-6.00%
Ember Beast,0.15,GTC,Common,0.00,0.00%,0.00,0.00%
Horror of the Dim,0.15,GTC,Common,0.00,0.00%,-0.01,-6.00%
Stomping Ground,2.22,GTC,Rare,-0.05,-2.00%,+0.24,+12.00%
Watery Grave,1.37,GTC,Rare,+0.09,+7.00%,+0.09,+7.00%
Breeding Pool,1.26,GTC,Rare,-0.10,-7.00%,-0.14,-10.00%
Sacred Foundry,1.13,GTC,Rare,-0.04,-3.00%,+0.03,+3.00%
Thespian's Stage,0.84,GTC,Rare,+0.08,+11.00%,+0.38,+83.00%
Boros Charm,0.81,GTC,Uncommon,-0.08,-9.00%,+0.37,+84.00%
Legion Loyalist,0.81,GTC,Rare,-0.01,-1.00%,-0.82,-50.00%
Godless Shrine,0.57,GTC,Rare,-0.02,-3.00%,-0.40,-41.00%
Hellkite Tyrant,0.39,GTC,Mythic,0.00,0.00%,+0.02,+5.00%
"Aurelia, the Warleader",0.34,GTC,Mythic,-0.03,-8.00%,0.00,0.00%
Burning-Tree Emissary,0.27,GTC,Uncommon,+0.03,+13.00%,+0.02,+8.00%
Aurelia's Fury,0.18,GTC,Mythic,-0.02,-10.00%,-0.01,-5.00%
Lord of the Void,0.11,GTC,Mythic,-0.02,-15.00%,0.00,0.00%
Skullcrack,0.09,GTC,Uncommon,-0.06,-40.00%,-0.14,-60.00%
Domri Rade,0.08,GTC,Mythic,-0.03,-27.00%,+0.01,+15.00%
Enter the Infinite,0.08,GTC,Mythic,0.00,0.00%,0.00,0.00%
"Lazav, Dimir Mastermind",0.08,GTC,Mythic,0.00,0.00%,0.00,0.00%
Ember Beast,0.06,GTC,Common,0.00,0.00%,0.00,0.00%
Giant Adephage,0.06,GTC,Mythic,0.00,0.00%,+0.02,+56.00%
Prime Speaker Zegana,0.06,GTC,Mythic,0.00,0.00%,+0.01,+19.00%
Armored Transport,0.04,GTC,Common,0.00,0.00%,0.00,0.00%
Arrows of Justice,0.04,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Dying Wish,0.04,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Firefist Striker,0.04,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Furious Resistance,0.04,GTC,Common,0.00,0.00%,0.00,0.00%
Naturalize,0.04,GTC,Common,0.00,0.00%,0.00,0.00%
One Thousand Lashes,0.04,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Scatter Arc,0.04,GTC,Common,0.00,0.00%,0.00,0.00%
Shambleshark,0.04,GTC,Common,0.00,0.00%,0.00,0.00%
Shielded Passage,0.04,GTC,Common,0.00,0.00%,0.00,0.00%
Skyknight Legionnaire,0.04,GTC,Common,0.00,0.00%,0.00,0.00%
Smite,0.04,GTC,Common,0.00,0.00%,0.00,0.00%
Urbis Protector,0.04,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Viashino Shanktail,0.04,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Vizkopa Confessor,0.04,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Wojek Halberdiers,0.04,GTC,Common,0.00,0.00%,0.00,0.00%
Adaptive Snapjaw,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Aerial Maneuver,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Agoraphobia,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Angelic Edict,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Assault Griffin,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Bane Alley Broker,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Basilica Guards,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Bomber Corps,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Call of the Nightwing,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Cinder Elemental,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Clinging Anemones,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Coerced Confession,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Corpse Blockade,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Devour Flesh,0.03,GTC,Common,+0.01,+50.00%,+0.01,+50.00%
Disciple of the Old Ways,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Dutiful Thrull,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Executioner's Swing,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Frilled Oculus,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Greenside Watcher,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Gutter Skulk,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
Hellraiser Goblin,0.03,GTC,Uncommon,0.00,0.00%,0.00,0.00%
Horror of the Dim,0.03,GTC,Common,0.00,0.00%,0.00,0.00%
