"card_name";"price";"set_name";"rarity"
"Crusader of Odric";"0.25";"M13";"Uncommon"
"Crush Contraband";"0.37";"GRN";"Uncommon"
"Crush Dissent";"0.19";"WAR";"Common"
"Crush Underfoot";"0.25";"MMA";"Common"
"Crusher Zendikon";"0.20";"WWK";"Common"
"Crushing Canopy";"0.17";"GRN";"Common"
"Crushing Vines";"0.18";"DKA";"Common"
"Crux of Fate";"2.12";"FRF";"Rare"
"Cry of the Carnarium";"0.27";"RNA";"Uncommon"
"Crypt Ghast";"10.49";"GTC";"Rare"
"Crypt Rats";"0.36";"MH1";"Uncommon"
"Cryptborn Horror";"0.33";"RTR";"Rare"
"Cryptic Command";"17.12";"IMA";"Rare"
"Crystal Shard";"1.50";"MRD";"Uncommon"
"Crystallization";"0.25";"ARB";"Common"
"Culling Scales";"0.48";"MRD";"Rare"
"Cult Guildmage";"0.25";"RNA";"Uncommon"
"Cultbrand Cinder";"0.24";"SHM";"Common"
"Cultivator of Blades";"0.39";"KLD";"Rare"
"Cultivators Caravan";"0.56";"KLD";"Rare"
"Cumber Stone";"0.25";"CON";"Uncommon"
"Cunning Evasion";"0.37";"MH1";"Uncommon"
"Cunning Sparkmage";"0.27";"WWK";"Uncommon"
"Cunning Strike";"0.19";"FRF";"Common"
"Curators Ward";"0.35";"DOM";"Uncommon"
"Curio Vendor";"0.18";"KLD";"Common"
"Curse of Bloodletting";"4.37";"DKA";"Rare"
"Curse of Chains";"0.39";"SHM";"Common"
"Curse of Echoes";"0.74";"DKA";"Rare"
"Curse of Exhaustion";"0.45";"DKA";"Uncommon"
"Curse of Misfortunes";"2.09";"DKA";"Rare"
"Curse of Predation";"0.50";"IMA";"Rare"
"Curse of Thirst";"0.43";"DKA";"Uncommon"
"Cursecatcher";"0.97";"SHM";"Uncommon"
"Cyclonic Rift";"34.99";"MM3";"Rare"
"Cyclopean Snare";"0.25";"RAV";"Uncommon"
"Cyclops Electromancer";"0.24";"WAR";"Uncommon"
"Cylian Sunsinger";"0.39";"CON";"Rare"
"Dagger Caster";"0.25";"RNA";"Uncommon"
"Daggerback Basilisk";"0.22";"M19";"Common"
"Daggerdrome Imp";"0.18";"RTR";"Common"
"Daghatar the Adamant";"0.33";"FRF";"Rare"
"Dakmor Salvage";"0.92";"UMA";"Uncommon"
"Dalakos Crafter of Wonders";"0.35";"THB";"Rare"
"Damnation";"29.00";"MM3";"Rare"
"Dampen Thought";"0.25";"MMA";"Common"
"Damping Matrix";"0.51";"MM3";"Rare"
"Damping Sphere";"1.68";"DOM";"Uncommon"
"Danitha Capashen Paragon";"0.50";"DOM";"Uncommon"
"Daredevil Dragster";"0.25";"AER";"Uncommon"
"Darigaaz Reincarnated";"1.31";"DOM";"Mythic"
"Daring Archaeologist";"0.33";"DOM";"Rare"
"Daring Demolition";"0.17";"AER";"Common"
"Daring Saboteur";"0.34";"XLN";"Rare"
"Daring Skyjek";"0.18";"GTC";"Common"
"Dark Bargain";"0.21";"DOM";"Common"
"Dark Confidant";"35.00";"MMA";"Mythic"
"Dark Dabbling";"0.20";"UMA";"Common"
"Dark Deal";"2.31";"FRF";"Uncommon"
"Dark Depths";"20.23";"UMA";"Mythic"
"Dark Favor";"0.18";"M13";"Common"
"Dark Heart of the Wood";"0.25";"RAV";"Uncommon"
"Dark Intimations";"0.44";"AER";"Rare"
"Dark Nourishment";"0.24";"XLN";"Uncommon"
"Dark Revenant";"0.25";"RTR";"Uncommon"
"Dark Temper";"0.20";"CON";"Common"
"Dark-Dweller Oracle";"0.49";"M19";"Rare"
"Darkblade Agent";"0.16";"GRN";"Common"
"Darkblast";"0.63";"RAV";"Uncommon"
"Darklit Gargoyle";"0.22";"CON";"Common"
"Darksteel Axe";"0.24";"IMA";"Common"
"Dauntless Bodyguard";"0.33";"DOM";"Uncommon"
"Dauntless Escort";"2.31";"ARB";"Rare"
"DAvenant Trapper";"0.19";"DOM";"Common"
"Davriel Rogue Shadowmage";"0.44";"WAR";"Uncommon"
"Davriels Shadowfugue";"0.15";"WAR";"Common"
"Dawn Charm";"0.40";"UMA";"Uncommon"
"Dawn Evangel";"0.25";"THB";"Uncommon"
"Dawn of Hope";"2.62";"GRN";"Rare"
"Dawnfeather Eagle";"0.18";"AER";"Common"
"Dawnglow Infusion";"0.32";"SHM";"Uncommon"
"Dawntreader Elk";"0.25";"DKA";"Common"
"Daxos Blessed by the Sun";"0.46";"THB";"Uncommon"
"Day of the Dragons";"0.39";"IMA";"Rare"
"Daybreak Chaplain";"0.19";"M19";"Common"
"Daybreak Chimera";"0.19";"THB";"Common"
"Daybreak Coronet";"12.80";"UMA";"Rare"
"Dazzling Lights";"0.18";"GRN";"Common"
"Dazzling Ramparts";"0.25";"KTK";"Uncommon"
"Dead Drop";"0.25";"KTK";"Uncommon"
"Dead of Winter";"1.00";"MH1";"Rare"
"Dead Reckoning";"0.22";"WWK";"Common"
"Dead Reveler";"0.20";"IMA";"Common"
"Dead Revels";"0.19";"RNA";"Common"
"Dead Weight";"0.18";"GRN";"Common"
"Dead-Iron Sledge";"0.25";"MRD";"Uncommon"
"Deadbridge Goliath";"0.34";"RTR";"Rare"
"Deadeye Harpooner";"0.25";"AER";"Uncommon"
"Deadeye Navigator";"9.49";"MM3";"Rare"
"Deadeye Plunderers";"0.28";"XLN";"Uncommon"
"Deadeye Quartermaster";"0.50";"XLN";"Uncommon"
"Deadeye Tormentor";"0.18";"XLN";"Common"
"Deadeye Tracker";"0.50";"XLN";"Rare"
"Deadlock Trap";"0.31";"KLD";"Rare"
"Deadly Allure";"0.25";"DKA";"Uncommon"
"Deadly Recluse";"0.25";"M13";"Common"
"Deadly Visit";"0.17";"GRN";"Common"
"Deadshot Minotaur";"0.30";"ARB";"Common"
"Deafening Clarion";"0.49";"GRN";"Rare"
"Death Baron";"2.57";"M19";"Rare"
"Death Cloud";"7.83";"MMA";"Rare"
"Death Denied";"0.25";"UMA";"Common"
"Death Frenzy";"0.25";"KTK";"Uncommon"
"Death Rattle";"0.25";"MMA";"Uncommon"
"Death-Hood Cobra";"0.24";"MM3";"Common"
"Deathbloom Thallid";"0.19";"DOM";"Common"
"Deathbringer Thoctar";"0.82";"ARB";"Rare"
"Deathcult Rogue";"0.21";"GTC";"Common"
"Deathforge Shaman";"0.25";"WWK";"Uncommon"
"Deathgorge Scavenger";"0.65";"XLN";"Rare"
"Deathless Ancient";"0.25";"XLN";"Uncommon"
"Deathpact Angel";"0.99";"GTC";"Mythic"
"Deathrite Shaman";"7.96";"RTR";"Rare"
"Deaths Approach";"0.16";"GTC";"Common"
"Deaths Caress";"0.17";"DKA";"Common"
"Deaths Presence";"0.50";"RTR";"Rare"
"Deaths Shadow";"8.63";"WWK";"Rare"
"Deathsprout";"0.40";"WAR";"Uncommon"
"Debilitating Injury";"0.19";"KTK";"Common"
"Debtors Pulpit";"0.23";"GTC";"Uncommon"
"Debtors Transport";"0.18";"RNA";"Common"
"Declare Dominance";"0.25";"M19";"Uncommon"
"Decoction Module";"0.25";"KLD";"Uncommon"
"Decommission";"0.17";"AER";"Common"
"Deconstruct";"0.20";"MRD";"Common"
"Deep Forest Hermit";"2.21";"MH1";"Rare"
"Deep Freeze";"0.20";"DOM";"Common"
"Deep-Slumber Titan";"0.42";"SHM";"Rare"
"Deepcavern Imp";"0.20";"MMA";"Common"
"Deepchannel Mentor";"4.60";"SHM";"Uncommon"
"Deeproot Champion";"0.46";"XLN";"Rare"
"Deeproot Warrior";"0.18";"XLN";"Common"
"Deeproot Waters";"0.39";"XLN";"Uncommon"
"Deface";"0.19";"RNA";"Common"
"Defiant Ogre";"0.20";"FRF";"Common"
"Defiant Salvager";"0.15";"AER";"Common"
"Defiant Strike";"0.23";"KTK";"Common"
"Defile";"0.40";"MH1";"Common"
"Defiler of Souls";"2.37";"ARB";"Mythic"
"Deflecting Palm";"1.95";"KTK";"Rare"
"Deft Dismissal";"0.23";"AER";"Uncommon"
"Defy Gravity";"0.21";"UMA";"Common"
"Delirium Skeins";"0.27";"MM3";"Common"
"Deliver Unto Evil";"0.36";"WAR";"Rare"
"Demanding Dragon";"0.59";"M19";"Rare"
"Demigod of Revenge";"2.58";"SHM";"Rare"
"Demolish";"0.19";"KLD";"Common"
"Demolition Stomper";"0.25";"KLD";"Uncommon"
"Demon of Catastrophes";"0.50";"M19";"Rare"
"Demon of Dark Schemes";"1.62";"KLD";"Mythic"
"Demonic Dread";"0.35";"ARB";"Common"
"Demonic Tutor";"40.71";"UMA";"Rare"
"Demonic Vigor";"0.23";"DOM";"Common"
"Demonlord Belzenlok";"1.75";"DOM";"Mythic"
"Demonspine Whip";"0.25";"ARB";"Uncommon"
"Demotion";"0.25";"GRN";"Uncommon"
"Demystify";"0.18";"XLN";"Common"
"Deny Reality";"0.22";"ARB";"Common"
"Deny the Divine";"0.18";"THB";"Common"
"Depala Pilot Exemplar";"0.45";"KLD";"Rare"
"Departed Deckhand";"0.25";"M19";"Uncommon"
"Depose  Deploy";"0.25";"RNA";"Uncommon"
"Depths of Desire";"0.22";"XLN";"Common"
"Deputy of Acquittals";"0.24";"MM3";"Common"
"Deputy of Detention";"0.91";"RNA";"Rare"
"Deranged Assistant";"0.24";"UMA";"Common"
"Deranged Outcast";"0.31";"DKA";"Rare"
"Desecrated Tomb";"0.77";"M19";"Rare"
"Desecration Demon";"0.78";"MM3";"Rare"
"Desolate Lighthouse";"0.49";"UMA";"Rare"
"Despark";"0.52";"WAR";"Uncommon"
"Desperate Castaways";"0.18";"XLN";"Common"
"Desperate Ritual";"1.43";"UMA";"Uncommon"
"Despise";"0.26";"KTK";"Uncommon"
"Destiny Spinner";"4.95";"THB";"Uncommon"
"Destroy the Evidence";"0.17";"RTR";"Common"
"Destructive Tampering";"0.17";"AER";"Common"
"Destructor Dragon";"0.27";"FRF";"Uncommon"
"Detection Tower";"1.11";"M19";"Rare"
"Detention Sphere";"1.05";"RTR";"Rare"
"Detonate";"0.25";"MRD";"Uncommon"
"Deus of Calamity";"1.29";"SHM";"Rare"
"Deviant Glee";"0.18";"RTR";"Common"
"Devious Cover-Up";"0.20";"GRN";"Common"
"Devkarin Dissident";"0.15";"GRN";"Common"
"Devoted Druid";"2.81";"SHM";"Common"
"Devour Flesh";"0.24";"GTC";"Common"
"Devourer of Memory";"0.24";"THB";"Uncommon"
"Devouring Hellion";"0.24";"WAR";"Uncommon"
"Devouring Light";"0.26";"RAV";"Uncommon"
"Dhund Operative";"0.17";"KLD";"Common"
"Diabolic Edict";"0.25";"MH1";"Common"
"Diabolic Revelation";"2.00";"M13";"Rare"
"Diabolic Tutor";"1.00";"KLD";"Uncommon"
"Diamond Mare";"0.25";"M19";"Uncommon"
"Die Young";"0.19";"KLD";"Common"
"Dig Through Time";"1.34";"KTK";"Rare"
"Diligent Excavator";"0.25";"DOM";"Uncommon"
"Diluvian Primordial";"1.00";"GTC";"Rare"
"Diminish";"0.21";"IMA";"Common"
"Dimir Aqueduct";"0.40";"IMA";"Uncommon"
"Dimir Charm";"0.34";"GTC";"Uncommon"
"Dimir Cutpurse";"0.68";"RAV";"Rare"
"Dimir Doppelganger";"1.24";"RAV";"Rare"
"Dimir Guildgate";"0.25";"GTC";"Common"
"Dimir Guildgate245";"0.20";"GRN";"Common"
"Dimir Guildgate246";"0.20";"GRN";"Common"
"Dimir Guildmage";"0.24";"UMA";"Common"
"Dimir House Guard";"0.71";"RAV";"Common"
"Dimir Infiltrator";"0.50";"RAV";"Common"
"Dimir Informant";"0.18";"GRN";"Common"
"Dimir Keyrune";"0.26";"GTC";"Uncommon"
"Dimir Locket";"0.25";"GRN";"Common"
"Dimir Machinations";"1.29";"RAV";"Uncommon"
"Dimir Signet";"4.26";"MM3";"Uncommon"
"Dimir Spybug";"0.25";"GRN";"Uncommon"
"Din of the Fireherd";"0.55";"SHM";"Rare"
"Dinosaur Stampede";"0.25";"XLN";"Uncommon"
"Dinrova Horror";"0.25";"GTC";"Uncommon"
"Diplomacy of the Wastes";"0.24";"FRF";"Uncommon"
"Dire Fleet Captain";"0.26";"XLN";"Uncommon"
"Dire Fleet Hoarder";"0.19";"XLN";"Common"
"Dire Fleet Interloper";"0.17";"XLN";"Common"
"Dire Fleet Ravager";"2.20";"XLN";"Mythic"
"Dire Undercurrents";"12.67";"SHM";"Rare"
"Direct Current";"0.15";"GRN";"Common"
"Diregraf Captain";"0.39";"DKA";"Uncommon"
"Diregraf Ghoul";"0.25";"M19";"Uncommon"
"Disallow";"5.12";"AER";"Rare"
"Disappearing Act";"0.24";"KLD";"Uncommon"
"Disarm";"0.22";"MRD";"Common"
"Disciple of Bolas";"0.67";"M13";"Rare"
"Disciple of the Old Ways";"0.16";"GTC";"Common"
"Disciple of the Vault";"0.76";"MRD";"Common"
"Discordant Piper";"0.19";"THB";"Common"
"Discovery  Dispersal";"0.40";"GRN";"Uncommon"
"Disdainful Stroke";"0.25";"KTK";"Common"
"Disembowel";"0.22";"RAV";"Common"
"Disenchant";"0.24";"IMA";"Common"
"Disentomb";"0.20";"M13";"Common"
"Disinformation Campaign";"0.25";"GRN";"Uncommon"
"Dismal Backwater";"0.25";"KTK";"Common"
"Dismantling Blow";"0.25";"MH1";"Uncommon"
"Dismissive Pyromancer";"0.40";"M19";"Rare"
"Disowned Ancestor";"0.20";"KTK";"Common"
"Dispel";"0.39";"WWK";"Common"
"Dispellers Capsule";"0.24";"MMA";"Common"
"Dispersal Technician";"0.17";"AER";"Common"
"Disperse";"0.20";"M19";"Common"
"Disrupting Shoal";"0.99";"UMA";"Rare"
"Dissolve";"0.30";"IMA";"Common"
"Distortion Strike";"0.48";"IMA";"Uncommon"
"District Guide";"0.25";"GRN";"Uncommon"
"Disturbing Plot";"0.24";"SHM";"Common"
"Dive Down";"0.25";"XLN";"Common"
"Divebomber Griffin";"0.25";"RAV";"Uncommon"
"Divest";"0.22";"DOM";"Common"
"Divination";"0.20";"M19";"Common"
"Divine Arrow";"0.17";"WAR";"Common"
"Divine Favor";"0.19";"M13";"Common"
"Divine Verdict";"0.19";"M13";"Common"
"Divine Visitation";"10.25";"GRN";"Mythic"
"Divinity of Pride";"4.75";"MMA";"Rare"
"Dizzy Spell";"0.41";"RAV";"Common"
"Djinn of Wishes";"0.34";"M19";"Rare"
"Dogpile";"0.23";"RAV";"Common"
"Dominator Drone";"0.20";"DDP";"Common"
"Domineer";"0.25";"MRD";"Uncommon"
"Domri Anarch of Bolas";"1.48";"WAR";"Rare"
"Domri Chaos Bringer";"1.50";"RNA";"Mythic"
"Domri City Smasher";"0.48";"RNA";"Mythic"
"Domri Rade";"2.37";"GTC";"Mythic"
"Domris Ambush";"0.25";"WAR";"Uncommon"
"Domris Nodorog";"0.36";"RNA";"Rare"
"Doom Blade";"0.31";"IMA";"Uncommon"
"Doom Whisperer";"7.80";"GRN";"Mythic"
"Doomed Dissenter";"0.23";"M19";"Common"
"Doomed Traveler";"0.24";"IMA";"Common"
"Door to Nothingness";"1.44";"M13";"Rare"
"Doorkeeper";"0.24";"IMA";"Common"
"Double Cleave";"0.25";"UMA";"Common"
"Double Negative";"0.26";"ARB";"Uncommon"
"Doublecast";"0.38";"M19";"Uncommon"
"Doubling Season";"78.99";"MMA";"Rare"
"Douse in Gloom";"0.19";"FRF";"Common"
"Douser of Lights";"0.15";"GRN";"Common"
"Dovin Architect of Law";"1.48";"RNA";"Mythic"
"Dovin Baan";"1.34";"KLD";"Mythic"
"Dovin Grand Arbiter";"1.02";"RNA";"Mythic"
"Dovin Hand of Control";"0.35";"WAR";"Uncommon"
"Dovins Acuity";"0.25";"RNA";"Uncommon"
"Dovins Automaton";"0.25";"RNA";"Uncommon"
"Dovins Dismissal";"0.45";"RNA";"Rare"
"Dovins Veto";"3.91";"WAR";"Uncommon"
"Downpour";"0.19";"M13";"Common"
"Downsize";"0.20";"RTR";"Common"
"Dowsing Dagger";"5.49";"XLN";"Rare"
"Dowsing Shaman";"0.25";"RAV";"Uncommon"
"Draconic Disciple";"0.29";"M19";"Uncommon"
"Draconic Roar";"0.25";"IMA";"Common"
"Drag Down";"0.23";"CON";"Common"
"Drag to the Underworld";"0.26";"THB";"Uncommon"
"Dragon Appeasement";"0.25";"ARB";"Uncommon"
"Dragon Bell Monk";"0.20";"IMA";"Common"
"Dragon Blood";"0.25";"MRD";"Uncommon"
"Dragon Broodmother";"9.21";"ARB";"Mythic"
"Dragon Egg";"0.20";"IMA";"Common"
"Dragon Fodder";"0.25";"MM3";"Common"
"Dragon Grip";"0.25";"KTK";"Uncommon"
"Dragon Hatchling";"0.22";"M13";"Common"
"Dragon Tempest";"4.77";"IMA";"Uncommon"
"Dragon Throne of Tarkir";"0.50";"KTK";"Rare"
"Dragon-Style Twins";"0.35";"KTK";"Rare"
"Dragonloft Idol";"0.25";"IMA";"Uncommon"
"Dragonlords Servant";"0.44";"IMA";"Common"
"Dragonmaster Outcast";"2.22";"WWK";"Mythic"
"Dragonrage";"0.25";"FRF";"Uncommon"
"Dragons Eye Savants";"0.25";"KTK";"Uncommon"
"Dragons Hoard";"1.39";"M19";"Rare"
"Dragonscale Boon";"0.18";"KTK";"Common"
"Dragonscale General";"0.36";"FRF";"Rare"
"Dragonskull Summit";"4.48";"XLN";"Rare"
"Dragonsoul Knight";"0.25";"CON";"Uncommon"
"Dragonstorm";"4.00";"MMA";"Rare"
"Drainpipe Vermin";"0.22";"RTR";"Common"
"Drake Familiar";"0.23";"RAV";"Common"
"Drakewing Krasis";"0.17";"GTC";"Common"
"Dramatic Entrance";"1.58";"SHM";"Rare"
"Dramatic Rescue";"0.19";"RTR";"Common"
"Dramatic Reversal";"0.80";"KLD";"Common"
"Drastic Revelation";"0.25";"ARB";"Uncommon"
"Dread Shade";"0.45";"DOM";"Rare"
"Dread Statuary";"0.29";"WWK";"Uncommon"
"Dreadbore";"2.72";"RTR";"Rare"
"Dreadful Apathy";"0.16";"THB";"Common"
"Dreadhorde Arcanist";"1.89";"WAR";"Rare"
"Dreadhorde Butcher";"0.85";"WAR";"Rare"
"Dreadhorde Invasion";"0.68";"WAR";"Rare"
"Dreadhorde Twins";"0.25";"WAR";"Uncommon"
"Dreadmalkin";"0.25";"WAR";"Uncommon"
"Dreadwing";"0.25";"CON";"Uncommon"
"Dream Eater";"1.13";"GRN";"Mythic"
"Dream Leash";"0.49";"RAV";"Rare"
"Dream Salvage";"1.00";"SHM";"Uncommon"
"Dream Trawler";"0.50";"THB";"Rare"
"Dreamcaller Siren";"0.45";"XLN";"Rare"
"Dreams Grip";"0.59";"MRD";"Common"
"Dreamscape Artist";"0.35";"UMA";"Uncommon"
"Dreamshaper Shaman";"0.25";"THB";"Uncommon"
"Dreamspoiler Witches";"0.24";"MMA";"Common"
"Dreamstalker Manticore";"0.23";"THB";"Uncommon"
"Dreg Mangler";"0.24";"RTR";"Uncommon"
"Dregscape Sliver";"0.39";"MH1";"Uncommon"
"Dregscape Zombie";"0.23";"MM3";"Common"
"Drift of Phantasms";"0.99";"RAV";"Common"
"Drill Bit";"0.30";"RNA";"Uncommon"
"Drogskol Captain";"0.50";"DKA";"Uncommon"
"Drogskol Reaver";"15.28";"DKA";"Mythic"
"Dromad Purebred";"0.22";"RAV";"Common"
"Dromoka the Eternal";"0.50";"FRF";"Rare"
"Drooling Groodion";"0.25";"RAV";"Uncommon"
"Dross Harvester";"0.74";"MRD";"Rare"
"Dross Prowler";"0.21";"MRD";"Common"
"Dross Scorpion";"0.25";"MRD";"Common"
"Drove of Elves";"0.90";"SHM";"Uncommon"
"Drover of the Mighty";"0.33";"XLN";"Uncommon"
"Drowned Catacomb";"7.51";"XLN";"Rare"
"Drowned Secrets";"1.17";"GRN";"Rare"
"Drowner Initiate";"0.25";"SHM";"Common"
"Drudge Beetle";"0.17";"RTR";"Common"
"Drudge Sentinel";"0.19";"DOM";"Common"
"Druid of Horns";"0.25";"M19";"Uncommon"
"Druid of the Cowl";"0.24";"M19";"Common"
"Druids Deliverance";"0.24";"MM3";"Common"
"Dryad Greenseeker";"0.30";"M19";"Uncommon"
"Dryad Militant";"0.25";"RTR";"Uncommon"
"Dryad of the Ilysian Grove";"17.00";"THB";"Rare"
"Dryads Caress";"0.22";"RAV";"Common"
"Dual Shot";"0.19";"XLN";"Common"
"Dub";"0.19";"DOM";"Common"
"Dubious Challenge";"0.34";"KLD";"Rare"
"Dukhara Peafowl";"0.15";"KLD";"Common"
"Dukhara Scavenger";"0.19";"KLD";"Common"
"Duneblast";"0.38";"KTK";"Rare"
"Dungeon Geists";"0.35";"DKA";"Rare"
"Duplicant";"1.79";"MRD";"Rare"
"Durable Handicraft";"0.25";"KLD";"Uncommon"
"Duress";"0.25";"IMA";"Common"
"Durkwood Baloth";"0.20";"IMA";"Common"
"Dusk Legion Dreadnought";"0.25";"XLN";"Uncommon"
"Dusk Urchins";"4.29";"SHM";"Rare"
"Duskborne Skymarcher";"0.25";"XLN";"Uncommon"
"Duskdale Wurm";"0.20";"IMA";"Common"
"Duskmantle Guildmage";"0.78";"GTC";"Uncommon"
"Duskmantle House of Shadow";"0.35";"RAV";"Uncommon"
"Duskmantle Operative";"0.18";"WAR";"Common"
"Duskmantle Prowler";"0.24";"M13";"Uncommon"
"Duskmantle Seer";"0.51";"GTC";"Mythic"
"Duskworker";"0.25";"MRD";"Uncommon"
"Dutiful Return";"0.18";"KTK";"Common"
"Dutiful Thrull";"0.16";"GTC";"Common"
"Duty-Bound Dead";"0.22";"M13";"Common"
"Dwarven Priest";"0.20";"M19";"Common"
"Dwindle";"0.20";"M19";"Common"
"Dying Wish";"0.25";"GTC";"Uncommon"
"Dynacharge";"0.24";"MM3";"Common"
"Dynavolt Tower";"0.38";"KLD";"Rare"
"Eager Construct";"0.18";"KLD";"Common"
"Earth Elemental";"0.19";"IMA";"Common"
"Earwig Squad";"1.49";"MMA";"Rare"
"Eat to Extinction";"0.44";"THB";"Rare"
"Echo of Eons";"11.99";"MH1";"Mythic"
"Echoing Courage";"0.24";"MMA";"Common"
"Echoing Truth";"0.43";"MMA";"Common"
"Eddytrail Hawk";"0.18";"KLD";"Common"
"Eel Umbra";"0.24";"UMA";"Common"
"Efficient Construction";"0.50";"AER";"Uncommon"
"Efreet Weaponmaster";"0.18";"KTK";"Common"
"Eidolon of Obstruction";"0.37";"THB";"Rare"
"Eidolon of Philosophy";"0.19";"THB";"Common"
"Elaborate Firecannon";"0.23";"XLN";"Uncommon"
"Eladamris Call";"6.97";"MH1";"Rare"
"Elbrus the Binding Blade";"5.06";"DKA";"Mythic"
"Elder Mastery";"0.25";"CON";"Uncommon"
"Elderscale Wurm";"2.09";"M13";"Mythic"
"Eldrazi Conscription";"12.99";"UMA";"Rare"
"Eldrazi Temple";"6.53";"DDP";"Uncommon"
"Electrickery";"0.28";"RTR";"Common"
"Electrify";"0.19";"M19";"Common"
"Electrodominance";"2.47";"RNA";"Rare"
"Electrolyze";"0.32";"IMA";"Uncommon"
"Electrostatic Bolt";"0.23";"MRD";"Common"
"Electrostatic Field";"0.85";"GRN";"Uncommon"
"Electrostatic Pummeler";"0.39";"KLD";"Rare"
"Elegant Edgecrafters";"0.24";"KLD";"Uncommon"
"Elemental Mastery";"4.50";"SHM";"Rare"
"Elesh Norn Grand Cenobite";"21.90";"IMA";"Mythic"
"Elf Replica";"0.20";"MRD";"Common"
"Elfhame Druid";"0.25";"DOM";"Uncommon"
"Elgaud Inquisitor";"0.18";"DKA";"Common"
"Eliminate the Competition";"0.34";"KLD";"Rare"
"Elite Arrester";"0.25";"RNA";"Common"
"Elite Guardmage";"0.30";"WAR";"Uncommon"
"Elite Instructor";"0.19";"THB";"Common"
"Elite Scaleguard";"0.25";"FRF";"Uncommon"
"Elixir of Immortality";"0.75";"M13";"Uncommon"
"Elsewhere Flask";"0.31";"SHM";"Common"
"Elspeth Conquers Death";"0.53";"THB";"Rare"
"Elspeth Knight-Errant";"13.10";"MMA";"Mythic"
"Elspeth Suns Nemesis";"1.43";"THB";"Mythic"
"Elspeth Undaunted Hero";"0.82";"THB";"Mythic"
"Elspeths Nightmare";"0.25";"THB";"Uncommon"
"Elusive Krasis";"0.25";"GTC";"Uncommon"
"Elusive Spellfist";"0.20";"IMA";"Common"
"Elves of Deep Shadow";"1.55";"RAV";"Common"
"Elvish Archdruid";"1.29";"M13";"Rare"
"Elvish Clancaller";"1.75";"M19";"Rare"
"Elvish Fury";"0.20";"MH1";"Common"
"Elvish Hexhunter";"0.25";"SHM";"Common"
"Elvish Rejuvenator";"0.25";"M19";"Common"
"Elvish Skysweeper";"0.22";"RAV";"Common"
"Elvish Visionary";"0.23";"M13";"Common"
"Emancipation Angel";"0.27";"UMA";"Uncommon"
"Ember Beast";"0.15";"GTC";"Common"
"Ember Gale";"0.23";"SHM";"Common"
"Ember Weaver";"0.23";"CON";"Common"
"Emberstrike Duo";"0.21";"SHM";"Common"
"Embodiment of Spring";"0.20";"KTK";"Common"
"Embraal Bruiser";"0.25";"KLD";"Uncommon"
"Embraal Gear-Smasher";"0.18";"AER";"Common"
"Emerge Unscathed";"0.36";"IMA";"Common"
"Emergence Zone";"0.88";"WAR";"Uncommon"
"Emergency Powers";"0.98";"RNA";"Mythic"
"Emergent Growth";"0.24";"XLN";"Uncommon"
"Emeria Angel";"0.99";"IMA";"Rare"
"Emissary of Sunrise";"0.25";"XLN";"Uncommon"
"Emmara Soul of the Accord";"0.49";"GRN";"Rare"
"Emperors Vanguard";"0.33";"XLN";"Rare"
"Empty the Catacombs";"0.50";"RAV";"Rare"
"Empty the Pits";"0.89";"KTK";"Mythic"
"Empty the Warrens";"0.39";"MMA";"Common"
"Empyreal Voyager";"0.24";"KLD";"Uncommon"
"Empyrial Plate";"0.65";"MRD";"Rare"
"Emrakul the Aeons Torn";"47.00";"UMA";"Mythic"
"Emrakuls Hatcher";"0.26";"DDP";"Common"
"Encampment Keeper";"0.18";"XLN";"Common"
"Enchanted Evening";"3.70";"SHM";"Rare"
"Enclave Elite";"0.21";"WWK";"Common"
"Encrust";"0.20";"M13";"Common"
"End Hostilities";"0.50";"KTK";"Rare"
"End-Raze Forerunners";"0.88";"RNA";"Rare"
"Endling";"0.47";"MH1";"Rare"
"Enduring Sliver";"0.25";"MH1";"Common"
"Enemy of Enlightenment";"0.24";"THB";"Uncommon"
"Enforcer Griffin";"0.19";"WAR";"Common"
"Engineered Explosives";"18.56";"UMA";"Rare"
"Engineered Might";"0.23";"KLD";"Uncommon"
"Enhanced Awareness";"0.20";"FRF";"Common"
"Enhanced Surveillance";"0.25";"GRN";"Uncommon"
"Enigma Drake";"0.30";"M19";"Uncommon"
"Enigma Sphinx";"0.49";"ARB";"Rare"
"Enigmatic Incarnation";"0.40";"THB";"Rare"
"Enlarge";"0.25";"IMA";"Uncommon"
"Enlisted Wurm";"0.25";"ARB";"Uncommon"
"Enraged Ceratok";"0.24";"RNA";"Uncommon"
"Enraged Giant";"0.25";"AER";"Uncommon"
"Enter the God-Eternals";"0.49";"WAR";"Rare"
"Enter the Infinite";"5.00";"GTC";"Mythic"
"Entomb";"36.29";"UMA";"Rare"
"Entomber Exarch";"0.25";"MM3";"Uncommon"
"Entrancing Lyre";"0.24";"THB";"Uncommon"
"Entrancing Melody";"0.46";"XLN";"Rare"
"Entreat the Angels";"1.67";"MM3";"Mythic"
"Ephemerate";"1.00";"MH1";"Common"
"Epic Experiment";"0.65";"RTR";"Mythic"
"Epicure of Blood";"0.25";"M19";"Common"
"Epochrasite";"0.36";"MMA";"Uncommon"
"Era of Innovation";"0.25";"KLD";"Uncommon"
"Erase";"0.19";"KTK";"Common"
"Erdwal Ripper";"0.18";"DKA";"Common"
"Erebos Bleak-Hearted";"2.18";"THB";"Mythic"
"Ereboss Intervention";"0.50";"THB";"Rare"
